"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /api/department/",228429,85,110,120,130,160,200,240,260,2655
"POST /api/department/",22887,79,98,110,120,160,190,230,250,2292
"GET /api/department/1",228845,73,92,110,120,150,180,220,250,1241
"GET /api/medicine/",230040,86,110,120,130,170,200,240,260,5362
"POST /api/medicine/",22838,79,99,110,120,160,180,230,260,1116
"GET /api/medicine/1",228078,73,93,110,120,150,180,220,250,2302
"GET /api/user/",227350,78,99,110,120,160,190,230,260,2265
"Total",1188467,79,99,110,130,160,190,230,260,5362
